#,Match_ID,Team,Is_Winner,Duration,Nickname,Hero_Name,K,D,A,Account_ID
65,7256882581,Radiant,Yes,34 мин,gin,Mars,12,4,17,1168515991
65,7256882581,Radiant,Yes,34 мин,teo,Ursa,5,2,10,110621494
65,7256882581,Radiant,Yes,34 мин,OUHETTUR,Arc Warden,15,2,21,53849319
65,7256882581,Radiant,Yes,34 мин,StrongLeg,Disruptor,6,6,26,34226035
65,7256882581,Dire,No,34 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Axe,3,10,9,94204864
65,7256882581,Dire,No,34 мин,_TwoGirls_,Outworld Destroyer,7,10,5,371248693
65,7256882581,Dire,No,34 мин,Y O S E N,Phantom Lancer,3,9,3,104608913
65,7256882581,Dire,No,34 мин,Atzik,Ancient Apparition,3,9,13,44019880
65,7256882581,Dire,No,34 мин,ластхит по перхоти,Snapfire,3,11,9,207865369
66,7256821119,Radiant,Yes,39 мин,WTF,Juggernaut,9,4,10,230727902
66,7256821119,Radiant,Yes,39 мин,StrongLeg,Undying,11,2,33,34226035
66,7256821119,Radiant,Yes,39 мин,teo,Night Stalker,11,4,15,110621494
66,7256821119,Radiant,Yes,39 мин,OUHETTUR,Earth Spirit,9,5,25,53849319
66,7256821119,Radiant,Yes,39 мин,gin,Void Spirit,11,3,15,1168515991
66,7256821119,Dire,No,39 мин,Atzik,Witch Doctor,0,15,11,44019880
66,7256821119,Dire,No,39 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Shadow Shaman,1,13,6,94204864
66,7256821119,Dire,No,39 мин,_TwoGirls_,Outworld Destroyer,8,11,4,371248693
66,7256821119,Dire,No,39 мин,ластхит по перхоти,Spirit Breaker,2,6,6,207865369
66,7256821119,Dire,No,39 мин,Y O S E N,Ursa,7,7,7,104608913
67,7255590108,Radiant,No,39 мин,ластхит по перхоти,Primal Beast,9,9,15,207865369
67,7255590108,Radiant,No,39 мин,Atzik,Grimstroke,2,8,14,44019880
67,7255590108,Radiant,No,39 мин,_TwoGirls_,Zeus,10,9,11,371248693
67,7255590108,Radiant,No,39 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Shadow Shaman,0,13,15,94204864
67,7255590108,Radiant,No,39 мин,Y O S E N,Bloodseeker,11,8,8,104608913
67,7255590108,Dire,Yes,39 мин,OUHETTUR,Earth Spirit,4,5,33,53849319
67,7255590108,Dire,Yes,39 мин,StrongLeg,Windranger,9,7,20,34226035
67,7255590108,Dire,Yes,39 мин,Булка с маком,Dawnbreaker,12,10,20,48804856
67,7255590108,Dire,Yes,39 мин,teo,Phantom Lancer,13,4,14,110621494
67,7255590108,Dire,Yes,39 мин,CAPITAH CBIH,Disruptor,7,7,30,60333333
68,7233855652,Radiant,No,45 мин,teo,Templar Assassin,8,9,6,110621494
68,7233855652,Radiant,No,45 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Rubick,5,12,10,94204864
68,7233855652,Radiant,No,45 мин,Atzik,Ancient Apparition,3,12,13,44019880
68,7233855652,Radiant,No,45 мин,StrongLeg,Bloodseeker,7,9,12,34226035
68,7233855652,Radiant,No,45 мин,_TwoGirls_,Legion Commander,6,13,21,371248693
68,7233855652,Dire,Yes,45 мин,WTF,Pudge,10,7,26,230727902
68,7233855652,Dire,Yes,45 мин,Snake-Jazzman,Lich,3,11,22,37615683
68,7233855652,Dire,Yes,45 мин,Булка с маком,Pugna,14,4,31,48804856
68,7233855652,Dire,Yes,45 мин,ластхит по перхоти,Centaur Warrunner,9,7,30,207865369
68,7233855652,Dire,Yes,45 мин,Y O S E N,Spectre,19,1,24,104608913
69,7233807038,Radiant,No,41 мин,WTF,Pudge,4,9,14,230727902
69,7233807038,Radiant,No,41 мин,Булка с маком,Kunkka,4,9,9,48804856
69,7233807038,Radiant,No,41 мин,Y O S E N,Drow Ranger,13,3,6,104608913
69,7233807038,Radiant,No,41 мин,ластхит по перхоти,Spirit Breaker,4,5,13,207865369
69,7233807038,Radiant,No,41 мин,Snake-Jazzman,Lich,2,7,15,37615683
69,7233807038,Dire,Yes,41 мин,Atzik,Ancient Apparition,1,6,25,44019880
69,7233807038,Dire,Yes,41 мин,teo,Razor,8,7,12,110621494
69,7233807038,Dire,Yes,41 мин,StrongLeg,Juggernaut,17,1,11,34226035
69,7233807038,Dire,Yes,41 мин,_TwoGirls_,Omniknight,5,10,14,371248693
69,7233807038,Dire,Yes,41 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Rubick,1,4,18,94204864
70,7233765171,Radiant,Yes,29 мин,WTF,Pudge,11,3,28,230727902
70,7233765171,Radiant,Yes,29 мин,Булка с маком,Pugna,17,5,28,48804856
70,7233765171,Radiant,Yes,29 мин,ластхит по перхоти,Spirit Breaker,11,4,25,207865369
70,7233765171,Radiant,Yes,29 мин,Snake-Jazzman,Lich,5,4,27,37615683
70,7233765171,Radiant,Yes,29 мин,Y O S E N,Wraith King,16,2,23,104608913
70,7233765171,Dire,No,29 мин,_TwoGirls_,Axe,6,14,7,371248693
70,7233765171,Dire,No,29 мин,StrongLeg,Spectre,3,9,10,34226035
70,7233765171,Dire,No,29 мин,teo,Storm Spirit,5,13,8,110621494
70,7233765171,Dire,No,29 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Rubick,1,11,7,94204864
70,7233765171,Dire,No,29 мин,Atzik,Witch Doctor,1,14,7,44019880
71,7232312864,Radiant,Yes,43 мин,WTF,Pudge,16,6,17,230727902
71,7232312864,Radiant,Yes,43 мин,Булка с маком,Pugna,2,6,19,48804856
71,7232312864,Radiant,Yes,43 мин,Atzik,Witch Doctor,10,12,14,44019880
71,7232312864,Radiant,Yes,43 мин,Y O S E N,Juggernaut,14,3,19,104608913
71,7232312864,Radiant,Yes,43 мин,ластхит по перхоти,Centaur Warrunner,10,5,27,207865369
71,7232312864,Dire,No,43 мин,_TwoGirls_,Outworld Destroyer,20,6,1,371248693
71,7232312864,Dire,No,43 мин,Жора Пасатижи,Lich,3,16,16,132943958
71,7232312864,Dire,No,43 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Rubick,2,11,11,94204864
71,7232312864,Dire,No,43 мин,StrongLeg,Pangolier,4,10,15,34226035
71,7232312864,Dire,No,43 мин,teo,Slark,3,10,15,110621494
72,7232274325,Radiant,Yes,30 мин,StrongLeg,Void Spirit,8,3,7,34226035
72,7232274325,Radiant,Yes,30 мин,Жора Пасатижи,Undying,2,4,20,132943958
72,7232274325,Radiant,Yes,30 мин,_TwoGirls_,Primal Beast,5,5,18,371248693
72,7232274325,Radiant,Yes,30 мин,teo,Lone Druid,20,0,5,110621494
72,7232274325,Radiant,Yes,30 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Rubick,4,6,16,94204864
72,7232274325,Dire,No,30 мин,WTF,Faceless Void,4,6,10,230727902
72,7232274325,Dire,No,30 мин,Булка с маком,Pugna,6,11,4,48804856
72,7232274325,Dire,No,30 мин,Atzik,Jakiro,2,8,11,44019880
72,7232274325,Dire,No,30 мин,ластхит по перхоти,Mars,1,5,6,207865369
72,7232274325,Dire,No,30 мин,Y O S E N,Windranger,5,9,5,104608913
73,7232223718,Radiant,No,34 мин,WTF,Phantom Assassin,0,9,6,230727902
73,7232223718,Radiant,No,34 мин,Atzik,Witch Doctor,8,15,5,44019880
73,7232223718,Radiant,No,34 мин,Булка с маком,Dawnbreaker,8,16,9,48804856
73,7232223718,Radiant,No,34 мин,Y O S E N,Leshrac,3,10,9,104608913
73,7232223718,Radiant,No,34 мин,ластхит по перхоти,Techies,5,11,15,207865369
73,7232223718,Dire,Yes,34 мин,Жора Пасатижи,Winter Wyvern,9,0,26,132943958
73,7232223718,Dire,Yes,34 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Rubick,12,5,27,94204864
73,7232223718,Dire,Yes,34 мин,StrongLeg,Spirit Breaker,9,8,27,34226035
73,7232223718,Dire,Yes,34 мин,_TwoGirls_,Phoenix,19,8,31,371248693
73,7232223718,Dire,Yes,34 мин,teo,Phantom Lancer,12,3,8,110621494
74,7232221708,Radiant,Yes,0 мин,WTF,Hero_0,0,0,0,230727902
74,7232221708,Radiant,Yes,0 мин,Atzik,Hero_0,0,0,0,44019880
74,7232221708,Radiant,Yes,0 мин,Булка с маком,Hero_0,0,0,0,48804856
74,7232221708,Radiant,Yes,0 мин,Y O S E N,Hero_0,0,0,0,104608913
74,7232221708,Radiant,Yes,0 мин,ластхит по перхоти,Hero_0,0,0,0,207865369
74,7232221708,Dire,No,0 мин,Жора Пасатижи,Hero_0,0,0,0,132943958
74,7232221708,Dire,No,0 мин,teo,Hero_0,0,0,0,110621494
74,7232221708,Dire,No,0 мин,StrongLeg,Hero_0,0,0,0,34226035
74,7232221708,Dire,No,0 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Hero_0,0,0,0,94204864
74,7232221708,Dire,No,0 мин,_TwoGirls_,Hero_0,0,0,0,371248693
75,6868113146,Radiant,Yes,61 мин,Хоссср,Phantom Assassin,19,10,22,35394283
75,6868113146,Radiant,Yes,61 мин,Dark Prince,Morphling,15,11,23,290899434
75,6868113146,Radiant,Yes,61 мин,Atzik,Witch Doctor,15,13,25,44019880
75,6868113146,Radiant,Yes,61 мин,dezzzla,Bristleback,3,12,37,195657222
75,6868113146,Radiant,Yes,61 мин,Boos1k,Pudge,11,11,18,222691357
75,6868113146,Dire,No,61 мин,ластхит по перхоти,Luna,6,16,25,207865369
75,6868113146,Dire,No,61 мин,Y O S E N,Leshrac,8,7,20,104608913
75,6868113146,Dire,No,61 мин,Snake-Jazzman,Lich,4,12,38,37615683
75,6868113146,Dire,No,61 мин,shakhbanova zeinab,Undying,8,18,30,1019477814
75,6868113146,Dire,No,61 мин,StrongLeg,Snapfire,29,11,14,34226035
76,6850917166,Radiant,No,51 мин,_TwoGirls_,Morphling,21,9,12,371248693
76,6850917166,Radiant,No,51 мин,Булка с маком,Pugna,10,14,25,48804856
76,6850917166,Radiant,No,51 мин,Dark Prince,Earth Spirit,14,15,21,290899434
76,6850917166,Radiant,No,51 мин,Snake-Jazzman,Lich,7,9,28,37615683
76,6850917166,Radiant,No,51 мин,Satan ⸸,Pudge,9,15,13,66850034
76,6850917166,Dire,Yes,51 мин,dezzzla,Invoker,6,10,30,195657222
76,6850917166,Dire,Yes,51 мин,Sphinx,Tiny,14,9,14,199157120
76,6850917166,Dire,Yes,51 мин,Atzik,Witch Doctor,15,20,21,44019880
76,6850917166,Dire,Yes,51 мин,Хоссср,Slark,19,10,15,35394283
76,6850917166,Dire,Yes,51 мин,StrongLeg,Snapfire,6,12,29,34226035
78,6795414805,Radiant,No,61 мин,Dark Prince,Void Spirit,6,9,22,290899434
78,6795414805,Radiant,No,61 мин,Жора Пасатижи,Undying,10,6,25,132943958
78,6795414805,Radiant,No,61 мин,Atzik,Witch Doctor,6,21,23,44019880
78,6795414805,Radiant,No,61 мин,OUHETTUR,Juggernaut,18,9,13,53849319
78,6795414805,Radiant,No,61 мин,StrongLeg,Vengeful Spirit,8,15,29,34226035
78,6795414805,Dire,Yes,61 мин,teo,Axe,18,12,22,110621494
78,6795414805,Dire,Yes,61 мин,Хоссср,Silencer,11,16,28,35394283
78,6795414805,Dire,Yes,61 мин,_TwoGirls_,Terrorblade,7,9,13,371248693
78,6795414805,Dire,Yes,61 мин,ластхит по перхоти,Hoodwink,8,10,24,207865369
78,6795414805,Dire,Yes,61 мин,Y O S E N,Death Prophet,14,3,22,104608913
79,6795368217,Radiant,Yes,34 мин,Жора Пасатижи,Tidehunter,4,7,22,132943958
79,6795368217,Radiant,Yes,34 мин,StrongLeg,Gyrocopter,5,7,17,34226035
79,6795368217,Radiant,Yes,34 мин,OUHETTUR,Arc Warden,9,5,17,53849319
79,6795368217,Radiant,Yes,34 мин,Atzik,Jakiro,5,13,16,44019880
79,6795368217,Radiant,Yes,34 мин,Dark Prince,Ember Spirit,17,10,19,290899434
79,6795368217,Dire,No,34 мин,Хоссср,Witch Doctor,6,12,10,35394283
79,6795368217,Dire,No,34 мин,ластхит по перхоти,Snapfire,9,9,18,207865369
79,6795368217,Dire,No,34 мин,Y O S E N,Lifestealer,6,5,6,104608913
79,6795368217,Dire,No,34 мин,_TwoGirls_,Storm Spirit,8,10,7,371248693
79,6795368217,Dire,No,34 мин,teo,Night Stalker,11,8,15,110621494
80,6793800180,Radiant,No,30 мин,Хоссср,Shadow Fiend,8,6,6,35394283
80,6793800180,Radiant,No,30 мин,.,Bristleback,4,8,7,1218083664
80,6793800180,Radiant,No,30 мин,Atzik,Shadow Shaman,3,13,12,44019880
80,6793800180,Radiant,No,30 мин,Duck Vader,Bounty Hunter,3,6,9,156524895
80,6793800180,Radiant,No,30 мин,StrongLeg,Razor,0,10,11,34226035
80,6793800180,Dire,Yes,30 мин,Snake-Jazzman,Lich,3,6,22,37615683
80,6793800180,Dire,Yes,30 мин,teo,Drow Ranger,6,3,9,110621494
80,6793800180,Dire,Yes,30 мин,ластхит по перхоти,Snapfire,13,2,17,207865369
80,6793800180,Dire,Yes,30 мин,OUHETTUR,Viper,11,5,18,53849319
80,6793800180,Dire,Yes,30 мин,Жора Пасатижи,Undying,10,4,23,132943958
82,6793727907,Radiant,Yes,33 мин,Atzik,Ogre Magi,0,2,12,44019880
82,6793727907,Radiant,Yes,33 мин,StrongLeg,Drow Ranger,9,2,7,34226035
82,6793727907,Radiant,Yes,33 мин,Жора Пасатижи,Zeus,6,2,13,132943958
82,6793727907,Radiant,Yes,33 мин,ластхит по перхоти,Mirana,10,3,17,207865369
82,6793727907,Radiant,Yes,33 мин,teo,Night Stalker,11,3,17,110621494
82,6793727907,Dire,No,33 мин,Хоссср,Faceless Void,2,9,4,35394283
82,6793727907,Dire,No,33 мин,Duck Vader,Lion,2,8,6,156524895
82,6793727907,Dire,No,33 мин,OUHETTUR,Legion Commander,2,6,9,53849319
82,6793727907,Dire,No,33 мин,.,Tidehunter,1,2,7,1218083664
82,6793727907,Dire,No,33 мин,Snake-Jazzman,Lich,4,11,5,37615683
83,6793698068,Radiant,Yes,10 мин,Balagur,Weaver,4,5,23,88192335
83,6793698068,Radiant,Yes,10 мин,Atzik,Witch Doctor,6,16,24,44019880
83,6793698068,Radiant,Yes,10 мин,Хоссср,Shadow Fiend,10,16,38,35394283
83,6793698068,Radiant,Yes,10 мин,StrongLeg,Tiny,8,11,12,34226035
83,6793698068,Radiant,Yes,10 мин,Жора Пасатижи,Zeus,13,11,48,132943958
83,6793698068,Dire,No,10 мин,ластхит по перхоти,Marci,8,21,20,207865369
83,6793698068,Dire,No,10 мин,Даниил PRO,Phantom Lancer,22,3,34,387610054
83,6793698068,Dire,No,10 мин,пабу,Snapfire,32,8,40,255474044
83,6793698068,Dire,No,10 мин,Kratos,Sven,9,15,13,882214734
83,6793698068,Dire,No,10 мин,Turbo,Gyrocopter,12,18,31,369179911
84,6790715358,Radiant,No,62 мин,Хоссср,Lina,19,12,6,35394283
84,6790715358,Radiant,No,62 мин,StrongLeg,Mars,6,6,21,34226035
84,6790715358,Radiant,No,62 мин,teo,Drow Ranger,6,8,13,110621494
84,6790715358,Radiant,No,62 мин,Snake-Jazzman,Lich,4,17,11,37615683
84,6790715358,Radiant,No,62 мин,Boos1k,Pudge,4,14,16,222691357
84,6790715358,Dire,Yes,62 мин,OUHETTUR,Zeus,10,5,33,53849319
84,6790715358,Dire,Yes,62 мин,Y O S E N,Sniper,15,9,18,104608913
84,6790715358,Dire,Yes,62 мин,ластхит по перхоти,Hoodwink,6,7,38,207865369
84,6790715358,Dire,Yes,62 мин,Булка с маком,Kunkka,13,8,27,48804856
84,6790715358,Dire,Yes,62 мин,Atzik,Witch Doctor,13,11,23,44019880
85,6787600955,Radiant,Yes,54 мин,StrongLeg,Chaos Knight,19,8,14,34226035
85,6787600955,Radiant,Yes,54 мин,teo,Night Stalker,7,9,20,110621494
85,6787600955,Radiant,Yes,54 мин,Snake-Jazzman,Lich,3,5,27,37615683
85,6787600955,Radiant,Yes,54 мин,Y O S E N,Death Prophet,12,5,21,104608913
85,6787600955,Radiant,Yes,54 мин,ластхит по перхоти,Snapfire,12,2,23,207865369
85,6787600955,Dire,No,54 мин,Жора Пасатижи,Ancient Apparition,6,6,12,132943958
85,6787600955,Dire,No,54 мин,Atzik,Tidehunter,2,11,14,44019880
85,6787600955,Dire,No,54 мин,Хоссср,Phantom Assassin,11,12,11,35394283
85,6787600955,Dire,No,54 мин,Vicont,Shadow Shaman,3,13,13,244273380
85,6787600955,Dire,No,54 мин,Duck Vader,Ogre Magi,3,11,14,156524895
86,6787502671,Radiant,No,45 мин,Хоссср,Pudge,8,11,11,35394283
86,6787502671,Radiant,No,45 мин,Жора Пасатижи,Batrider,10,8,8,132943958
86,6787502671,Radiant,No,45 мин,Atzik,Jakiro,5,8,14,44019880
86,6787502671,Radiant,No,45 мин,Duck Vader,Bristleback,2,8,12,156524895
86,6787502671,Radiant,No,45 мин,Vicont,Disruptor,4,12,16,244273380
86,6787502671,Dire,Yes,45 мин,Y O S E N,Razor,13,5,19,104608913
86,6787502671,Dire,Yes,45 мин,ластхит по перхоти,Hoodwink,8,5,26,207865369
86,6787502671,Dire,Yes,45 мин,teo,Lifestealer,14,5,14,110621494
86,6787502671,Dire,Yes,45 мин,Snake-Jazzman,Lich,4,10,15,37615683
86,6787502671,Dire,Yes,45 мин,StrongLeg,Kunkka,8,7,25,34226035
87,6785944838,Radiant,No,54 мин,StrongLeg,Pangolier,8,8,23,34226035
87,6785944838,Radiant,No,54 мин,Snake-Jazzman,Lich,5,14,16,37615683
87,6785944838,Radiant,No,54 мин,teo,Monkey King,16,12,13,110621494
87,6785944838,Radiant,No,54 мин,Blessed,Shadow Fiend,15,11,16,1051278052
87,6785944838,Radiant,No,54 мин,PISYA,Shadow Shaman,5,20,13,900250698
87,6785944838,Dire,Yes,54 мин,Хоссср,Drow Ranger,21,8,21,35394283
87,6785944838,Dire,Yes,54 мин,Atzik,Witch Doctor,14,15,24,44019880
87,6785944838,Dire,Yes,54 мин,ластхит по перхоти,Hoodwink,7,6,32,207865369
87,6785944838,Dire,Yes,54 мин,Y O S E N,Queen of Pain,16,3,30,104608913
87,6785944838,Dire,Yes,54 мин,Булка с маком,Dawnbreaker,6,17,24,48804856
88,6785874242,Radiant,No,43 мин,Atzik,Jakiro,2,15,26,44019880
88,6785874242,Radiant,No,43 мин,StrongLeg,Drow Ranger,17,8,17,34226035
88,6785874242,Radiant,No,43 мин,ластхит по перхоти,Gyrocopter,7,13,19,207865369
88,6785874242,Radiant,No,43 мин,Y O S E N,Death Prophet,11,9,13,104608913
88,6785874242,Radiant,No,43 мин,АХМАТ ЛОВКОСТЬ,Pudge,7,11,6,255351891
88,6785874242,Dire,Yes,43 мин,Хоссср,Witch Doctor,21,7,13,35394283
88,6785874242,Dire,Yes,43 мин,Snake-Jazzman,Lich,5,17,26,37615683
88,6785874242,Dire,Yes,43 мин,teo,Bristleback,9,12,19,110621494
88,6785874242,Dire,Yes,43 мин,Булка с маком,Pugna,9,7,21,48804856
88,6785874242,Dire,Yes,43 мин,Blessed,Lifestealer,12,2,16,1051278052
89,6776514176,Radiant,No,56 мин,StrongLeg,Slardar,9,15,26,34226035
89,6776514176,Radiant,No,56 мин,teo,Drow Ranger,18,9,20,110621494
89,6776514176,Radiant,No,56 мин,Lord Finger,Zeus,8,9,24,94001827
89,6776514176,Radiant,No,56 мин,Y O S E N,Viper,13,14,17,104608913
89,6776514176,Radiant,No,56 мин,ластхит по перхоти,Hoodwink,12,12,27,207865369
89,6776514176,Dire,Yes,56 мин,Хоссср,Faceless Void,14,8,14,35394283
89,6776514176,Dire,Yes,56 мин,Жора Пасатижи,Chen,4,15,33,132943958
89,6776514176,Dire,Yes,56 мин,_TwoGirls_,Skywrath Mage,20,10,21,371248693
89,6776514176,Dire,Yes,56 мин,Atzik,Witch Doctor,7,13,19,44019880
89,6776514176,Dire,Yes,56 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Axe,13,14,18,94204864
90,6776393971,Radiant,Yes,51 мин,Хоссср,Enigma,5,6,20,35394283
90,6776393971,Radiant,Yes,51 мин,_TwoGirls_,Storm Spirit,14,6,16,371248693
90,6776393971,Radiant,Yes,51 мин,teo,Lone Druid,11,8,20,110621494
90,6776393971,Radiant,Yes,51 мин,Жора Пасатижи,Earthshaker,9,10,21,132943958
90,6776393971,Radiant,Yes,51 мин,Atzik,Witch Doctor,9,7,19,44019880
90,6776393971,Dire,No,51 мин,.,Bloodseeker,9,10,8,1218083664
90,6776393971,Dire,No,51 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Rubick,6,15,17,94204864
90,6776393971,Dire,No,51 мин,StrongLeg,Tidehunter,6,6,20,34226035
90,6776393971,Dire,No,51 мин,Y O S E N,Shadow Fiend,9,9,11,104608913
90,6776393971,Dire,No,51 мин,ластхит по перхоти,Gyrocopter,7,9,13,207865369
91,6776291692,Radiant,No,37 мин,Хоссср,Ursa,8,11,3,35394283
91,6776291692,Radiant,No,37 мин,Atzik,Witch Doctor,5,12,7,44019880
91,6776291692,Radiant,No,37 мин,teo,Dawnbreaker,3,13,12,110621494
91,6776291692,Radiant,No,37 мин,Жора Пасатижи,Jakiro,6,8,13,132943958
91,6776291692,Radiant,No,37 мин,_TwoGirls_,Outworld Destroyer,3,8,5,371248693
91,6776291692,Dire,Yes,37 мин,StrongLeg,Undying,10,5,28,34226035
91,6776291692,Dire,Yes,37 мин,Y O S E N,Death Prophet,23,1,16,104608913
91,6776291692,Dire,Yes,37 мин,.,Sven,10,3,22,1218083664
91,6776291692,Dire,Yes,37 мин,ластхит по перхоти,Gyrocopter,5,10,22,207865369
91,6776291692,Dire,Yes,37 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Rubick,4,8,25,94204864
92,6774769290,Radiant,No,41 мин,Хоссср,Sniper,13,10,14,35394283
92,6774769290,Radiant,No,41 мин,ИМПАКТ ИЗ ТАВЕРНЫ,Rubick,1,13,16,94204864
92,6774769290,Radiant,No,41 мин,StrongLeg,Razor,18,12,16,34226035
92,6774769290,Radiant,No,41 мин,teo,Winter Wyvern,4,13,16,110621494
92,6774769290,Radiant,No,41 мин,Lord Finger,Tidehunter,2,16,17,94001827
92,6774769290,Dire,Yes,41 мин,Y O S E N,Bloodseeker,17,10,26,104608913
92,6774769290,Dire,Yes,41 мин,_TwoGirls_,Pudge,32,5,26,371248693
92,6774769290,Dire,Yes,41 мин,люблю худых,Io,4,5,40,212155110
92,6774769290,Dire,Yes,41 мин,ластхит по перхоти,Mars,3,8,28,207865369
92,6774769290,Dire,Yes,41 мин,Snake-Jazzman,Lich,8,13,28,37615683
94,6451710192,Radiant,No,29 мин,teo,Silencer,8,10,10,110621494
94,6451710192,Radiant,No,29 мин,Duck Vader,Tinker,3,11,12,156524895
94,6451710192,Radiant,No,29 мин,dezzzla,Pudge,9,10,8,195657222
94,6451710192,Radiant,No,29 мин,shakhbanova zeinab,Brewmaster,1,9,7,1019477814
94,6451710192,Radiant,No,29 мин,Samuray,Riki,6,9,8,906176011
94,6451710192,Dire,Yes,29 мин,Snake-Jazzman,Shadow Shaman,6,9,19,37615683
94,6451710192,Dire,Yes,29 мин,Булка с маком,Pugna,9,7,20,48804856
94,6451710192,Dire,Yes,29 мин,WTF,Juggernaut,17,7,10,230727902
94,6451710192,Dire,Yes,29 мин,StrongLeg,Spirit Breaker,8,7,18,34226035
94,6451710192,Dire,Yes,29 мин,Boos1k,Grimstroke,7,0,20,222691357
96,6425327349,Radiant,No,45 мин,Булка с маком,Pudge,7,17,17,48804856
96,6425327349,Radiant,No,45 мин,OUHETTUR,Dragon Knight,4,6,6,53849319
96,6425327349,Radiant,No,45 мин,Danny Lee,Spirit Breaker,4,12,11,121593086
96,6425327349,Radiant,No,45 мин,Boos1k,Phantom Assassin,9,9,4,222691357
96,6425327349,Radiant,No,45 мин,Duck Vader,Lich,5,9,13,156524895
96,6425327349,Dire,Yes,45 мин,teo,Night Stalker,6,6,24,110621494
96,6425327349,Dire,Yes,45 мин,Atzik,Slardar,6,5,20,44019880
96,6425327349,Dire,Yes,45 мин,Snake-Jazzman,Shadow Shaman,3,11,16,37615683
96,6425327349,Dire,Yes,45 мин,StrongLeg,Windranger,18,3,21,34226035
96,6425327349,Dire,Yes,45 мин,Хоссср,Earthshaker,20,4,16,35394283
98,6406609147,Radiant,No,34 мин,Duck Vader,Silencer,6,12,9,156524895
98,6406609147,Radiant,No,34 мин,Snake-Jazzman,Shadow Shaman,3,17,8,37615683
98,6406609147,Radiant,No,34 мин,Y O S E N,Windranger,2,11,10,104608913
98,6406609147,Radiant,No,34 мин,ластхит по перхоти,Hoodwink,5,8,11,207865369
98,6406609147,Radiant,No,34 мин,Жора Пасатижи,Lifestealer,5,8,5,132943958
98,6406609147,Dire,Yes,34 мин,Хоссср,Phantom Assassin,19,7,14,35394283
98,6406609147,Dire,Yes,34 мин,Atzik,Witch Doctor,3,6,19,44019880
98,6406609147,Dire,Yes,34 мин,Булка с маком,Pugna,14,5,26,48804856
98,6406609147,Dire,Yes,34 мин,StrongLeg,Razor,11,4,17,34226035
98,6406609147,Dire,Yes,34 мин,teo,Enchantress,8,1,23,110621494
99,6402923892,Radiant,Yes,35 мин,Danny Lee,Troll Warlord,13,8,13,121593086
99,6402923892,Radiant,Yes,35 мин,OUHETTUR,Nature's Prophet,14,5,15,53849319
99,6402923892,Radiant,Yes,35 мин,Snake-Jazzman,Shadow Shaman,4,13,16,37615683
99,6402923892,Radiant,Yes,35 мин,Булка с маком,Pugna,6,6,13,48804856
99,6402923892,Radiant,Yes,35 мин,StrongLeg,Mars,1,5,12,34226035
99,6402923892,Dire,No,35 мин,Хоссср,Enigma,6,7,11,35394283
